DATE,TAVG,TMAX,TMIN,TOBS
2021-04-27,49.5556,65.3913,45.5652,56.6
2021-04-28,62.4444,81.4783,45.8636,69.0
2021-04-29,72.2222,91.9565,52.7391,82.75
2021-04-30,76.2222,94.4167,56.913,61.5
2021-05-01,68.6667,88.6522,55.2174,68.0
2021-05-02,58.1111,75.625,53.375,62.4
2021-05-03,65.3333,83.5417,52.5417,71.0
2021-05-04,70.6667,89.1818,53.3182,75.25
2021-05-05,72.4444,91.3478,56.3478,75.8
2021-05-06,67.4444,86.913,55.5217,75.6
2021-05-07,64.0,83.6522,55.2174,73.2
2021-05-08,64.2222,83.6522,54.7391,74.2
2021-05-09,64.1111,82.2917,54.4583,74.3333
2021-05-10,61.7778,80.375,54.2083,68.8333
2021-05-11,66.2222,85.7083,53.875,72.1667
2021-05-12,69.1111,87.6667,55.7083,75.1667
2021-05-13,68.6667,85.875,55.7917,74.1667
2021-05-14,65.6667,85.3043,55.0,70.4
2021-05-15,61.2222,79.375,54.875,64.5
2021-05-16,55.5556,70.2917,53.1667,60.6667
2021-05-17,59.0,75.5652,54.0435,71.2
2021-05-18,66.3333,83.3478,56.6522,74.6
2021-05-19,65.4444,84.9167,56.6667,72.6
2021-05-20,60.0,78.375,55.75,68.75
2021-05-21,53.6667,70.6957,48.0435,55.4
2021-05-22,53.8889,70.2083,44.5,57.5
2021-05-23,60.5556,76.7917,46.375,60.6667
2021-05-24,70.5556,88.2083,51.9583,73.1667
2021-05-25,73.6667,89.7083,57.0417,75.5
2021-05-26,70.3333,86.5417,59.4167,75.3333
2021-05-27,66.375,85.2609,54.2609,74.8333
2021-05-28,68.125,87.0435,55.3478,73.5
2021-05-29,65.75,85.2727,56.8636,77.5
2021-05-30,68.25,87.2609,56.4348,74.1667
2021-05-31,73.0,89.6957,58.0435,75.8333
2021-06-01,77.125,93.5652,60.7826,79.6667
2021-06-02,78.25,94.3478,62.3478,81.6667
2021-06-03,77.0,94.5217,62.0435,83.3333
2021-06-04,77.0,94.5217,61.7826,79.5
2021-06-05,74.0,93.0435,61.5217,79.8
2021-06-06,68.125,87.2174,59.2174,74.75
2021-06-07,63.5,80.087,57.9545,75.5
2021-06-08,64.375,82.913,54.7391,71.5
2021-06-09,67.25,85.3913,57.6087,75.1667
2021-06-10,64.625,84.1304,53.9565,72.0
2021-06-11,71.375,90.4783,56.5217,76.8333
2021-06-12,76.75,96.1304,60.2174,80.3333
2021-06-13,78.625,98.3478,62.6957,83.0
2021-06-14,83.25,101.4348,64.6087,87.0
2021-06-15,88.125,105.9565,70.0435,83.8
2021-06-16,86.5,103.087,72.8696,91.3333
2021-06-17,86.5,104.0435,71.3478,92.1667
2021-06-18,84.625,102.2174,73.0,87.0
2021-06-19,84.125,101.8261,72.6087,92.5
2021-06-20,82.125,99.4348,70.2609,90.8333
2021-06-21,80.125,98.6818,67.6818,81.5
2021-06-22,78.625,95.5455,68.5909,87.6
2021-06-23,74.5556,92.1304,69.3043,85.6
2021-06-24,73.5556,92.3043,65.0,83.6
2021-06-25,75.4444,92.5833,61.8333,81.3333
2021-06-26,80.5556,98.0,64.875,86.1667
2021-06-27,86.0,103.3333,69.9583,86.0
2021-06-28,84.5556,103.3333,71.8333,89.2
2021-06-29,79.3333,95.2083,70.375,86.8333
2021-06-30,79.5556,95.7917,69.4167,84.3333
2021-07-01,81.4444,98.5833,68.375,84.1667
2021-07-02,82.6667,98.3333,69.0833,84.3333
2021-07-03,82.2222,97.9583,72.0833,85.5
2021-07-04,80.1111,95.6667,69.375,84.5
2021-07-05,80.4444,97.4583,68.0417,85.5
2021-07-06,80.6667,99.0833,66.6667,86.8333
2021-07-07,83.5556,99.8333,70.1667,89.5
2021-07-08,84.8889,100.8333,72.4348,88.5
2021-07-09,85.6667,101.3333,74.7083,90.5
2021-07-10,85.2222,102.125,74.7917,91.3333
2021-07-11,83.3333,101.2917,74.1667,88.6
2021-07-12,81.8889,98.375,73.5,90.0
2021-07-13,83.1111,98.5417,72.75,87.8333
2021-07-14,82.3333,97.125,73.3333,87.1667
2021-07-15,80.5556,96.875,71.4167,86.5
2021-07-16,80.0,97.0833,69.4583,84.6667
2021-07-17,80.8889,97.375,70.125,84.5
2021-07-18,82.5556,97.9167,73.7083,85.1667
2021-07-19,83.1111,98.5,73.1667,86.0
2021-07-20,83.3333,98.4583,72.0,87.0
2021-07-21,85.6667,100.0,75.5909,87.8333
2021-07-22,84.8571,97.75,75.65,85.8333
2021-07-23,80.5556,96.2609,72.1304,80.4
2021-07-24,76.3333,90.9583,69.625,79.8333
2021-07-25,74.6667,90.4167,69.375,79.3333
2021-07-26,73.4444,89.1304,68.3043,81.8
2021-07-27,80.8889,95.5417,68.75,83.8333
2021-07-28,82.1111,97.125,71.2917,83.8333
2021-07-29,83.1111,100.0417,70.7917,84.0
2021-07-30,79.7778,97.5833,71.7083,81.3333
2021-07-31,81.3333,96.7083,69.6087,79.3333
2021-08-01,82.4444,98.5833,70.0833,82.6667
2021-08-02,85.3333,102.5,71.0833,88.6
2021-08-03,86.6667,105.0435,72.7391,93.6
2021-08-04,87.3333,104.75,72.4167,86.8
2021-08-05,85.4444,102.375,73.1667,90.5
2021-08-06,81.2222,98.0,69.4583,84.8333
2021-08-07,79.2222,98.0,65.6667,84.5
2021-08-08,79.5556,97.4167,66.0417,82.5
2021-08-09,79.6667,97.0,67.75,84.1667
2021-08-10,81.8889,96.625,68.8333,81.0
2021-08-11,80.0,94.0,71.1667,79.5
2021-08-12,80.0,95.625,69.7083,82.5
2021-08-13,79.3333,95.2917,69.9583,78.6
2021-08-14,78.8889,94.6667,70.2083,82.3333
2021-08-15,82.6667,97.875,70.5,83.3333
2021-08-16,82.2222,97.087,71.4348,86.25
2021-08-17,77.4444,92.5652,70.1304,78.5
2021-08-18,70.0,84.9167,66.875,80.2
2021-08-19,69.6667,86.9167,62.8333,76.1667
2021-08-20,70.7778,87.7917,62.7917,74.1667
2021-08-21,68.6667,84.25,63.5833,75.6667
2021-08-22,69.6667,86.8333,61.875,72.0
2021-08-23,72.2222,90.1667,61.5,77.5
2021-08-24,77.3333,94.5417,62.6667,78.8333
2021-08-25,82.4444,99.087,67.9565,85.6
2021-08-26,84.6667,102.7917,71.2917,87.3333
2021-08-27,86.2222,104.5909,71.2727,86.3333
2021-08-28,84.5556,101.9583,70.3478,83.5
2021-08-29,85.0,100.5833,72.3478,81.5
2021-08-30,79.5556,96.0435,70.7391,82.6
2021-08-31,72.6667,89.7826,67.7391,80.3333
2021-09-01,69.0,85.5417,63.7917,77.0
2021-09-02,72.1111,88.9167,63.7083,78.0
2021-09-03,77.3333,94.25,63.0417,78.8333
2021-09-04,80.8889,98.9583,65.6667,80.6667
2021-09-05,84.2222,101.875,67.5,74.4
2021-09-06,81.3333,98.0417,68.7917,78.6
2021-09-07,80.6667,97.8261,70.4783,84.25
2021-09-08,82.2222,98.6957,70.7826,88.0
2021-09-09,84.3333,100.4783,73.913,81.25
2021-09-10,82.1111,98.9565,73.3913,84.4
2021-09-11,82.5556,99.5652,71.4783,87.0
2021-09-12,83.1111,100.3043,70.8696,84.2
2021-09-13,82.4444,100.9565,69.9565,78.0
2021-09-14,77.5556,97.0455,64.7273,83.5
2021-09-15,74.2222,94.5,61.2727,81.0
2021-09-16,70.7778,91.1818,58.7727,78.5
2021-09-17,71.7778,90.2174,61.8696,81.8
2021-09-18,72.1111,90.3043,63.5652,80.4
2021-09-19,69.8889,89.5217,59.5217,78.2
2021-09-20,74.2222,93.1304,60.1739,79.8
2021-09-21,79.7778,98.5652,64.6087,80.6
2021-09-22,80.3333,98.8696,65.9565,72.0
2021-09-23,76.8889,93.4348,67.0435,75.25
2021-09-24,72.2222,89.2609,64.6087,76.8
2021-09-25,70.7778,86.7826,63.3478,75.8
2021-09-26,66.3333,82.8261,61.8696,74.4
2021-09-27,65.3333,80.3043,61.7826,76.0
2021-09-28,64.2222,80.5652,60.3478,73.6
2021-09-29,64.3333,82.1739,58.5217,72.8
2021-09-30,70.8889,88.3478,57.2609,78.2
2021-10-01,71.4444,89.8261,56.6522,73.0
2021-10-02,73.2222,91.8261,57.8696,71.2
2021-10-03,74.3333,93.3043,59.6087,73.25
2021-10-04,73.0,91.3913,60.1739,73.5
2021-10-05,65.3333,82.0,60.1739,73.75
2021-10-06,63.2222,79.2727,57.8636,69.3333
2021-10-07,62.1111,75.2609,60.6957,75.0
2021-10-08,58.6667,71.6957,58.0,66.6
2021-10-09,58.4444,74.6087,53.1739,64.6
2021-10-10,63.8889,81.8696,52.087,73.75
2021-10-11,56.7778,73.2174,49.913,58.0
2021-10-12,51.5556,69.4783,45.4545,58.0
2021-10-13,55.4444,73.5,43.2917,56.6667
2021-10-14,61.1111,77.5217,44.6087,58.2
2021-10-15,66.1111,81.9565,53.5217,68.8
2021-10-16,66.7778,85.6957,52.6087,62.6667
2021-10-17,62.2222,79.5,48.9583,54.25
2021-10-18,52.2222,65.6087,47.2174,56.25
2021-10-19,53.2222,72.75,42.5833,57.3333
2021-10-20,58.5556,76.75,44.5,62.4
2021-10-21,63.5556,83.0,49.0435,65.6667
2021-10-22,61.0,77.9167,48.4167,54.75
2021-10-23,57.5556,72.5833,51.5,61.0
2021-10-24,59.6667,75.375,52.125,57.0
2021-10-25,53.5556,68.25,50.8333,58.8333
2021-10-26,54.1111,69.2917,46.5,59.5
2021-10-27,65.2222,80.1667,48.5,64.6667
2021-10-28,70.8889,86.8261,57.913,77.6
2021-10-29,68.4444,85.75,56.0833,61.5
2021-10-30,64.3333,80.4583,51.5833,63.1667
2021-10-31,60.0,76.1667,51.4583,55.4
2021-11-01,59.0,73.125,50.2083,60.6667
2021-11-02,59.6667,76.5,50.0833,62.3333
2021-11-03,65.5556,84.1304,52.3043,70.4
2021-11-04,66.7778,83.3333,52.1667,64.5
2021-11-05,66.8889,84.3333,52.8333,64.0
2021-11-06,64.2222,79.7391,51.6522,66.0
2021-11-07,60.5556,77.625,49.9167,64.0
2021-11-08,58.7778,76.0,48.2273,58.75
2021-11-09,57.5556,73.6667,48.9583,60.1667
2021-11-10,62.1111,79.7083,49.2917,66.0
2021-11-11,70.0,85.087,57.2609,74.6
2021-11-12,71.75,85.5652,60.2609,73.1667
2021-11-13,68.5,86.0435,54.0435,64.0
2021-11-14,68.375,86.5217,52.913,65.0
2021-11-15,66.375,85.2727,51.7273,64.4
2021-11-16,60.375,76.8696,48.6957,60.5
2021-11-17,59.125,75.2609,48.3913,60.6667
2021-11-18,60.25,75.6522,46.8261,58.1667
2021-11-19,58.5,74.0,46.4783,57.6667
2021-11-20,58.1429,73.6364,44.7273,55.6667
2021-11-21,62.0,76.0455,52.7273,64.0
2021-11-22,62.1429,79.05,52.6,64.0
2021-11-23,57.7143,73.3333,48.6667,59.2
2021-11-24,53.8571,70.619,44.1905,56.2
2021-11-25,53.8571,67.3333,47.5238,52.8
2021-11-26,56.4286,73.3333,42.9524,57.4
2021-11-27,58.5714,75.5238,42.2857,55.0
2021-11-28,62.5714,79.0,44.8571,57.6
2021-11-29,64.0,81.2857,48.0476,59.0
2021-11-30,65.2857,81.5714,47.5238,63.6
2021-12-01,64.7143,81.4091,49.1818,64.8333
2021-12-02,59.4286,76.5909,46.1364,57.6667
2021-12-03,55.1429,72.6818,44.7727,54.6667
2021-12-04,53.5714,70.4545,43.8636,52.5
2021-12-05,58.0,74.2857,42.0476,55.75
2021-12-06,59.1429,74.8182,44.5455,58.25
2021-12-07,49.0,62.3636,45.5909,51.2
2021-12-08,50.4286,65.0,42.2727,47.2
2021-12-09,45.5714,56.8182,43.3182,47.3333
2021-12-10,42.7143,56.0909,39.1818,47.5
2021-12-11,45.0,60.5909,34.6364,42.6667
2021-12-12,46.7143,62.2273,33.5,43.6667
2021-12-13,45.875,56.6364,37.0455,42.6
2021-12-14,44.5,56.4783,38.2609,45.5
2021-12-15,39.25,53.8261,32.2174,41.8333
2021-12-16,42.0,55.6522,31.6522,39.3333
2021-12-17,46.5,61.0,36.6522,48.1667
2021-12-18,48.375,63.9091,36.0,43.2
2021-12-19,48.875,64.6522,34.7826,40.6667
2021-12-20,49.875,66.2273,34.0455,44.0
2021-12-21,52.25,65.3043,43.087,51.5
2021-12-22,55.0,66.1667,42.7083,49.8333
2021-12-23,50.5556,59.0,46.8261,49.2
2021-12-24,48.0,57.9091,44.7727,50.5
2021-12-25,43.8889,55.5217,40.4348,47.0
2021-12-26,43.8889,55.2083,39.9167,50.4
2021-12-27,40.6667,51.5417,36.1667,41.4
2021-12-28,40.1111,49.125,37.625,39.6667
2021-12-29,42.4444,51.5417,35.7917,38.4
2021-12-30,46.3333,56.1364,41.9091,47.3333
2021-12-31,46.7778,57.25,41.5417,46.6
2022-01-01,43.4444,56.75,37.0417,44.8
2022-01-02,42.7778,57.75,33.25,41.2
2022-01-03,46.4444,61.25,31.8333,40.4
2022-01-04,47.8889,61.7083,34.0833,46.0
2022-01-05,53.3333,68.0417,37.6667,49.1667
2022-01-06,57.5556,71.7917,41.4167,46.8
2022-01-07,53.2222,66.75,40.1667,46.6
2022-01-08,49.7778,64.1304,41.6957,47.0
2022-01-09,53.6667,69.6957,42.5652,54.25
2022-01-10,52.8889,67.1364,45.6818,49.3333
2022-01-11,56.5556,71.6364,46.3636,55.3333
2022-01-12,57.4444,71.0833,42.5417,49.0
2022-01-13,58.1111,68.625,45.125,47.8
2022-01-14,59.7778,73.125,48.5833,52.0
2022-01-15,55.8889,66.7391,51.0,56.5
2022-01-16,55.4444,68.5833,45.9583,45.75
2022-01-17,52.3333,63.4167,45.6667,42.8
2022-01-18,51.0,62.7273,47.8636,45.3333
2022-01-19,51.2222,67.2174,44.5652,55.4
2022-01-20,54.8889,69.8333,43.2917,53.2
2022-01-21,52.7778,67.2174,39.4783,41.5
2022-01-22,52.4444,63.087,46.4783,44.5
2022-01-23,54.7778,67.625,45.25,51.4
2022-01-24,53.5556,69.3478,41.4348,57.6
2022-01-25,52.4444,69.0435,39.1304,43.75
2022-01-26,50.6667,65.1739,39.2174,49.2
2022-01-27,52.1111,67.0,36.5833,46.0
2022-01-28,51.6667,65.0417,43.25,52.5
2022-01-29,50.7778,62.4583,39.5,47.6667
2022-01-30,51.6667,69.0,38.7917,49.6
2022-01-31,50.0,64.4583,37.2917,45.8
2022-02-01,47.0,60.5,41.375,48.0
2022-02-02,44.4444,57.2174,38.7826,44.0
2022-02-03,46.6667,59.125,37.1667,45.3333
2022-02-04,48.3333,60.7917,38.875,47.6667
2022-02-05,51.5556,66.0,36.125,45.1667
2022-02-06,58.2222,71.5,41.9583,56.3333
2022-02-07,56.8889,71.5833,44.625,57.5
2022-02-08,59.7778,76.0435,43.2609,58.0
2022-02-09,65.0,79.8261,51.6957,67.8
2022-02-10,65.0,78.0,53.875,64.3333
2022-02-11,66.0,81.375,49.8333,67.6
2022-02-12,65.5556,81.4167,50.5833,65.2
2022-02-13,62.3333,80.0417,45.2917,58.8
2022-02-14,59.4444,77.375,41.9583,53.5
2022-02-15,45.7778,62.087,39.6957,55.5
2022-02-16,45.4444,62.7826,37.5217,54.5
2022-02-17,50.1111,65.8696,40.4348,58.5
2022-02-18,52.8889,70.375,38.0417,55.4
2022-02-19,56.6667,73.9583,41.3333,54.8
2022-02-20,53.6667,70.75,39.875,45.6667
2022-02-21,46.8889,60.7391,45.0,59.6667
2022-02-22,42.6667,56.2609,40.4348,41.3333
2022-02-23,36.3333,50.0435,34.5652,43.0
2022-02-24,39.2222,55.6087,29.913,45.5
2022-02-25,44.2222,61.0,30.3913,47.0
2022-02-26,48.6667,64.3913,34.6957,47.25
2022-02-27,53.0,69.2917,36.0833,50.8
2022-02-28,61.5556,77.2174,46.5652,64.25
2022-03-01,63.6667,83.8636,47.7273,68.0
2022-03-02,64.4444,83.3043,47.4348,58.0
2022-03-03,58.3333,74.7391,45.8696,57.5
2022-03-04,48.0,61.9565,46.0435,48.6667
2022-03-05,43.1111,56.625,40.6667,38.0
2022-03-06,44.4444,59.2083,34.75,38.75
2022-03-07,47.6667,63.9565,37.087,47.6667
2022-03-08,50.5556,66.2174,39.1304,51.6667
2022-03-09,51.2222,67.913,38.3478,49.0
2022-03-10,50.4444,67.0909,43.6818,49.5
2022-03-11,52.5556,69.087,41.8696,53.3333
2022-03-12,56.2222,72.8333,39.7917,48.0
2022-03-13,55.6667,72.0833,40.7917,51.0
2022-03-14,60.0,80.1739,44.4348,59.25
2022-03-15,62.3333,80.6087,47.3478,55.75
2022-03-16,58.7778,76.7391,50.087,63.75
2022-03-17,62.4444,79.3913,51.087,64.0
2022-03-18,60.8889,79.5217,47.7391,61.0
2022-03-19,57.2222,73.5417,48.1667,52.8
2022-03-20,52.8889,70.087,49.3913,53.75
2022-03-21,58.8889,75.7083,45.6667,55.6
2022-03-22,66.1111,82.3478,52.8696,64.75
2022-03-23,66.4444,82.7391,54.4348,66.5
2022-03-24,68.0,85.6522,51.3913,62.6667
2022-03-25,70.0,87.8333,53.2917,62.0
2022-03-26,66.8889,85.2917,52.0833,55.75
2022-03-27,60.7778,79.3333,50.625,57.25
2022-03-28,52.2222,67.7826,51.2609,67.0
2022-03-29,50.7778,65.6957,46.913,52.3333
2022-03-30,56.5556,73.8261,47.8696,56.75
2022-03-31,54.7778,70.4348,51.3043,56.25
2022-04-01,58.5556,75.3333,49.9167,56.6
2022-04-02,57.4444,72.5417,49.9167,53.5
2022-04-03,55.1111,68.25,52.0,55.2
2022-04-04,62.0,80.2174,51.1739,66.0
2022-04-05,67.1111,84.4348,54.1304,66.25
2022-04-06,73.7778,90.913,57.6087,76.25
2022-04-07,75.1111,90.7391,63.7391,75.75
2022-04-08,75.5556,94.0,61.5217,74.3333
2022-04-09,69.3333,88.0417,54.375,61.5
2022-04-10,60.2222,77.5417,55.125,67.0
2022-04-11,54.7778,71.1739,52.087,60.0
2022-04-12,50.3333,68.3478,45.9565,52.75
2022-04-13,52.8889,70.4783,40.4348,49.75
2022-04-14,56.2222,74.3913,43.5652,56.5
2022-04-15,58.2222,76.7391,47.087,57.75
2022-04-16,57.2222,73.7083,49.5833,57.25
2022-04-17,62.7778,81.6667,50.125,58.8
2022-04-18,66.5556,86.5217,52.3478,60.6667
2022-04-19,63.4444,81.8261,56.0,68.25
2022-04-20,57.5556,76.2174,52.4783,61.5
2022-04-21,57.7778,76.0435,49.6087,62.3333
2022-04-22,51.2222,66.1304,49.2609,54.0
2022-04-23,58.6667,76.7083,45.3333,55.6
2022-04-24,64.2222,79.4583,50.7917,59.8
2022-04-25,67.5556,85.8696,53.3043,70.75
2022-04-26,66.6667,84.7391,53.8261,63.0
2022-04-27,61.4444,80.6087,53.6087,67.0
2022-04-28,56.7778,74.0909,51.8182,58.6667
2022-04-29,62.2222,82.5652,49.5652,64.75
2022-04-30,66.7778,85.625,51.4583,59.2
2022-05-01,63.4444,80.8333,53.1667,63.2
2022-05-02,63.1111,82.7826,55.087,66.0
2022-05-03,61.2222,80.6087,54.5217,66.0
2022-05-04,68.5556,86.8182,53.1818,70.3333
2022-05-05,70.2222,88.4348,55.6087,66.25
2022-05-06,71.1111,88.0417,55.875,70.4
2022-05-07,66.6667,84.9583,58.5417,71.0
2022-05-08,57.7778,75.2083,54.1667,59.75
2022-05-09,55.2222,72.3333,50.0833,56.6
2022-05-10,54.8889,72.3478,46.3043,54.25
2022-05-11,52.3333,70.0833,43.7917,53.8
2022-05-12,62.5556,79.3333,44.8333,60.0
2022-05-13,71.4444,89.5833,52.7917,68.6
2022-05-14,76.3333,94.9167,58.2917,67.8
2022-05-15,73.5556,92.7917,58.375,68.25
2022-05-16,69.7778,87.1304,58.3913,67.5
2022-05-17,66.2222,83.7391,56.7391,67.75
2022-05-18,69.5556,87.875,56.5,71.4
2022-05-19,68.0,85.8333,57.5417,74.0
2022-05-20,59.4444,74.75,57.625,66.25
2022-05-21,61.1111,78.6957,56.5652,66.25
2022-05-22,64.5556,82.3333,55.875,64.6
2022-05-23,66.3333,84.2083,55.5,69.4
2022-05-24,72.7778,89.5217,56.7391,71.25
2022-05-25,75.2222,91.3043,60.7391,76.75
2022-05-26,72.0,90.4348,58.913,70.0
2022-05-27,67.5556,86.4783,57.5217,70.6667
2022-05-28,61.3333,76.9565,58.087,65.5
2022-05-29,62.2222,78.7391,57.087,63.0
2022-05-30,63.7778,82.1667,54.5652,67.2
2022-05-31,66.6667,85.1818,55.4545,73.3333
2022-06-01,73.6667,91.4167,58.2174,75.6
2022-06-02,73.2222,91.6667,58.1667,69.5
2022-06-03,69.2222,89.4348,59.6087,79.5
2022-06-04,67.5556,85.6667,59.5417,74.6
2022-06-05,70.1111,87.875,61.9583,74.8
2022-06-06,73.2222,91.8261,63.1304,80.3333
2022-06-07,76.0,94.1739,64.8261,79.25
2022-06-08,78.5556,94.8333,65.0417,80.5
2022-06-09,81.1111,97.3043,66.0,79.0
2022-06-10,83.0,98.6522,68.4783,79.6667
2022-06-11,82.5556,99.3043,68.0,73.0
2022-06-12,78.8889,97.0417,67.0417,79.0
2022-06-13,70.4444,89.1667,62.5417,75.5
2022-06-14,72.2222,91.913,60.6522,76.5
2022-06-15,77.8889,96.4167,62.5417,78.4
2022-06-16,77.7778,96.25,63.1667,79.75
2022-06-17,70.5556,89.4583,62.6667,77.5
2022-06-18,65.7778,83.7391,57.6522,68.0
2022-06-19,66.8889,86.2917,54.2083,67.5
2022-06-20,76.6667,95.4583,58.5833,74.4
2022-06-21,79.8889,95.4583,64.0417,73.75
2022-06-22,79.7778,96.3913,70.1739,81.5
2022-06-23,80.7778,98.1364,69.5,83.0
2022-06-24,81.5556,99.6818,68.3182,85.0
2022-06-25,81.6667,99.2609,65.8696,77.0
2022-06-26,83.2222,101.087,67.7273,85.25
2022-06-27,84.6667,100.2917,71.5652,80.75
2022-06-28,84.4444,99.8261,71.1304,82.0
2022-06-29,82.7778,99.4583,71.6667,84.6
2022-06-30,80.6667,97.25,70.6667,83.0
2022-07-01,79.4444,96.4783,69.6522,80.75
2022-07-02,76.0,94.25,66.4583,78.6
2022-07-03,71.3333,90.3333,62.5,76.0
2022-07-04,70.2222,89.0833,60.2083,74.4
2022-07-05,72.0,89.6667,61.0,73.5
2022-07-06,73.5556,90.875,62.5,75.75
2022-07-07,77.3333,93.9583,64.4167,79.2
2022-07-08,77.5556,96.6087,65.4348,81.25
2022-07-09,80.0,98.7917,65.125,79.8
2022-07-10,82.3333,99.6957,68.6087,81.75
2022-07-11,81.2222,99.4583,68.6667,84.6
2022-07-12,79.1111,96.625,68.5417,84.75
2022-07-13,81.0,98.3478,68.5833,82.8
2022-07-14,81.3333,97.3478,72.0,87.25
2022-07-15,85.2222,99.8261,71.7391,84.25
2022-07-16,86.3333,102.0417,73.1667,86.2
2022-07-17,85.1111,101.875,74.75,86.2
2022-07-18,83.4444,99.4583,74.3333,84.4
2022-07-19,84.0,99.4783,72.1304,85.3333
2022-07-20,82.5556,99.1364,73.2727,83.25
2022-07-21,82.3333,99.3913,72.4348,83.0
2022-07-22,81.3333,97.8696,70.5217,82.75
2022-07-23,78.7778,97.1364,70.5455,86.3333
2022-07-24,78.4444,94.6522,68.5217,78.5
2022-07-25,78.1111,93.913,68.7391,80.0
2022-07-26,79.2222,94.6957,68.6957,79.75
2022-07-27,78.6667,95.1739,68.8261,80.25
2022-07-28,79.2222,95.1667,70.375,83.2
2022-07-29,78.8889,94.5652,69.6087,78.0
2022-07-30,79.6667,94.3043,71.5217,76.0
2022-07-31,79.4444,94.7826,72.6087,76.5
2022-08-01,80.1111,95.25,71.9167,79.6
2022-08-02,80.0,95.25,72.5,81.8
2022-08-03,81.0,97.3333,73.0,83.2
2022-08-04,77.0,93.4545,72.5909,82.6667
2022-08-05,79.2222,94.1739,70.9565,78.0
2022-08-06,82.3333,98.6522,69.6087,73.6667
2022-08-07,84.1111,99.75,69.8261,77.6
2022-08-08,82.5556,96.3478,72.7391,77.25
2022-08-09,81.8889,98.0455,73.3636,86.3333
2022-08-10,82.2222,99.1304,72.6087,86.6667
2022-08-11,83.4444,100.087,73.087,87.6667
2022-08-12,84.0,100.5217,74.2174,88.6667
2022-08-13,83.2222,99.087,72.7826,77.5
2022-08-14,82.6667,99.2609,72.1739,84.75
2022-08-15,82.1111,99.3913,71.913,83.6667
2022-08-16,82.8889,99.2174,71.2609,82.25
2022-08-17,83.6667,98.625,71.25,81.0
2022-08-18,81.5556,97.3043,71.6087,80.25
2022-08-19,81.2222,97.4348,69.6087,80.0
2022-08-20,78.5556,94.1739,69.3043,75.75
2022-08-21,77.4444,92.3913,68.3478,75.75
2022-08-22,79.3333,95.0833,68.875,81.2
2022-08-23,82.7778,98.9583,70.9583,80.6
2022-08-24,81.0,96.4348,70.7826,81.25
2022-08-25,80.5556,96.8261,72.1739,83.0
2022-08-26,80.8889,97.4583,70.7917,82.4
